会社名,仕事内容,勤務地,初年度年収,対象となる方,給与,情報更新日
日本超低温株式会社,【冷凍水産物の流通を、技術で支えるシゴト！】◆建物・設備の点検・維持管理、温度管理などを担当します。◆安全第一に、チームで協力しています！,《転勤なし（横浜でずっと働けます）／UIターン歓迎》 【本社】 神奈川県横浜市磯子区新磯子町30-…,350万円～550万円,【未経験・第二新卒歓迎！意欲重視】－60℃の冷蔵倉庫に関わる数少ないLNG冷熱設備や倉庫設備を幅広く学べる環境！入社時に知識やスキルは一切不問！,"月給：20万7,000円〜 + 各種手当・賞与2回（昨年度実績5.4か月分）を支給。 ※学歴・年齢・経験・能力を…",2020/12/11
株式会社トウペ,【 来年4月からはフレックス勤務も導入予定！】決算業務や資産の管理など、幅広い経理業務をお任せします。★一つひとつできるようになれば大丈夫！,☆車通勤OK（駐車場完備）／UIターン歓迎 【本社】 大阪府堺市西区築港新町1-5-11 …南海本…,,【 未経験OK／経理デビュー歓迎！】■大卒以上 ■性別不問 ★資格取得もバックアップ！「完全未経験」からあなたを大切に育てます！,"月給19万6,000円〜22万5,000円＋諸手当 【モデル月収例】 月収26万円／30歳 ※経験・スキル・年齢など…",2020/12/11
株式会社テクノプロ,＜業界売上No.1の実績／大規模PJに携われる＞◆ビジネスアプリケーション、組込みソフトウェア、ITインフラにおける開発・構築等をお任せします！,＜現住所×希望エリア考慮！UIターンも歓迎！＞ ◆北海道・東北エリアの各拠点およびプロジェクト先…,350万円～650万円,【学歴・年齢・転職回数不問／ブランクOK】システム開発またはインフラ構築の経験をお持ちの方,■月給22万円〜50万円＋賞与2回（業績による）※7年連続支給中 ※残業代・交通費別途支給 ※年齢、経験…,2020/12/17
株式会社テクノプロ,＜大規模PJに携われる＞■ビジネスアプリケーション開発、組込制御系の開発、インフラの設計・構築などスキルや経験に合わせた仕事をお任せします！,＜現住所×希望エリア考慮！好きな場所で長く活躍できます！＞ ◆関西エリアの各拠点およびプロジェクト…,350万円～650万円,【学歴・年齢・転職回数不問】システム開発またはインフラ構築経験のある方。,■月給23万円〜50万円＋賞与2回（業績による）※7年連続支給中 ※残業代・交通費別途支給 ※年齢、経験…,2020/12/17
株式会社テクノプロ,【地元密着型の案件も多数あり】◆Web系システム開発、組込制御系の開発、ネットワーク・サーバの設計・構築など経験に合わせた仕事をお任せ！,＜現住所×希望エリア考慮！希望しない転勤はありません＞ ◆各拠点およびプロジェクト先 ※居住地の最…,350万円～700万円,【学歴・年齢・転職回数不問／ブランクOK】システム開発またはインフラ構築の経験をお持ちの方,■月給23万円〜50万円＋賞与2回（業績による）※7年連続支給中 ※残業代・交通費別途支給 ※年齢、経験…,2020/12/17
医療法人社団智美会 プラザ若葉歯科,≪院内の事務業務全般をお任せします≫ その他、HPの運営管理・更新、広報（WEB中心）など幅広く運営業務全般にも携わって頂きます,★埼玉県鶴ヶ島市上広谷792-1 レクセルプラザ若葉101 └[アクセス] 東武東上線「若葉駅」西…,380万円～450万円,【医療に関する知識・経験などは一切問いません！ 】◎大卒以上◎社会人経験（3年以上）◎要運転免許（AT限定可）★未経験からのキャリアアップ歓迎★,【月給】26万円〜36万円 ※経験・能力を考慮の上、当社規定により決定いたします。 ※3ヶ月間の試用期間…,2020/12/08
株式会社テクノプロ,＜大規模PJに携わるチャンス＞◆Web系システム開発、組込制御系の開発、ネットワーク・サーバの設計・構築などスキルや経験に合わせた仕事をお任せ！,＜東海、北陸限定！希望しない転勤はありません＞ ◆各拠点およびプロジェクト先 （岐阜、静岡、愛知、…,350万円～650万円,【学歴・年齢・転職回数不問】システム開発またはインフラ(運用・保守のみ可)経験いずれか1年以上（分野は問いません）,■月給21万円〜50万円＋賞与2回（業績による）※7年連続支給中 ※残業代・交通費別途支給 ※年齢、経験…,2020/12/17
建設塗装工業株式会社,【 土日祝休み・残業なし・夜勤なしで安心のスタート！ 】鉄道関連の塗装工事を安全に進めるための管理をお任せします。,◎転勤なし／静岡駅より徒歩10分 ◎現場へ直行直帰可能 ＼ 静岡限定募集 ／ ＿＿＿＿＿＿＿＿＿＿…,350万円～550万円,【 『塗装や鉄道の知識ゼロ』『施工管理の経験がない方』もOK！ 】◎土木・建築・機械に関わる実務経験をお持ちの方(職種不問)◎要普免,◆月給24万円〜41万円＋諸手当＋賞与年2回（昨年実績5ヶ月分） ※年齢や経験などを考慮の上、支給額を決…,2020/12/10
タジマ創研株式会社,レストラン、カフェ等の店舗内装の図面を見ながら行う内装工事の見積もり作成や、電話・来客対応などバックオフィス全般の業務をお任せします！,【転勤なし／UIターン歓迎】 ◆東京本社 東京都港区新橋5-19-2　新橋森ビル4F ＜アクセス＞…,300万円～400万円,【第二新卒・既卒歓迎】★内装やインテリアについて『実務経験がある方』or『学校で少しでも学んだことがある方』歓迎！,月給21万5000円以上＋賞与（年2回）＋諸手当 ※経験・スキル・年齢などを考慮の上、決定いたします。 ※…,2020/12/16
九州機電株式会社,取引先を定期的に訪問し空調設備や産業機器、設備工事の提案を行います。他、打ち合わせや納品、現場確認等　★残業月平均20ｈ,＊希望勤務地選べます！転勤なし＊ 福岡支店（福岡市）または 本社（北九州） ★福岡支店積極採用中★…,350万円～550万円,◎業界経験者（販売や施工・メンテなど）または営業管理職の経験をお持ちの方 ◎要運転免許 ★教育研修有 ★土日含めてWEB面接可・最寄駅まで送迎OK,月給25万円〜40万円　+　諸手当 ※年齢、経験、能力を考慮の上、優遇します。 ※試用期間6ヶ月（賃金同…,2020/12/04
浜松コジマヤ興業株式会社,〈ルート営業〉大手輸送機器メーカーの各工場をはじめ、様々な製造現場へのルート営業が基本です,静岡県浜松市東区薬師町6丁目1番地 《 国道1号線バイパス出口から車で約2分 》,400万円～450万円,〈未経験、第二新卒、U・Iターン歓迎！〉【必須：普通自動車免許（AT限定可）】 社員の殆どが中途入社で、しかも異業種出身者が大半です！,月給：25万円〜40万円＋諸手当 ※経験・年齢を考慮の上、当社規定により優遇します ※試用期間3ヶ月あり…,2020/12/09
株式会社釣りビジョン,釣りビジョンの総合職（営業、カスタマーセンターSV）,■東京都新宿区西新宿3-9-2 フジ・エステイト新宿第一ビル7F 【アクセス】 ◎京王新線「初台駅…,,学歴・経験不問◆要普免（AT可）　◆基本的なPCスキル,■月給25万円〜50万円（スキル&能力次第で更にプラスあり） ※経験・能力を考慮の上、当社規定により優遇…,2020/12/01
アコードワークス株式会社,【大手企業の案件が多数！】自社内またはお客様先にて、ヘルプデスク業務をはじめとするIT関連のサポートをお任せします,◆本社(西区立売堀)または大阪府内のプロジェクト先での勤務となります ※転勤はありません 【本社】…,264万円～300万円,【IT業界で働きたい未経験・第二新卒者のチャレンジをお待ちしてます！】◆高卒以上 ◆PCやインターネットが好きなど、興味があればOK！※若手活躍中,◆月給22万円以上+各種手当 ※経験・スキルなどに応じて優遇します ※残業手当は別途全額支給します,2020/12/11
